,Survived,Pclass,Age,Fare,C,Q,Family,Child,Female
652,0,3,21.0,8,False,False,0,False,False
653,1,3,,7,False,True,0,False,True
654,0,3,18.0,6,False,True,0,False,True
655,0,2,24.0,73,False,False,1,False,False
656,0,3,,7,False,False,0,False,False
657,0,3,32.0,15,False,True,1,False,True
658,0,2,23.0,13,False,False,0,False,False
659,0,1,58.0,113,True,False,1,False,False
660,1,1,50.0,133,False,False,1,False,False
661,0,3,40.0,7,True,False,0,False,False
662,0,1,47.0,25,False,False,0,False,False
663,0,3,36.0,7,False,False,0,False,False
664,1,3,20.0,7,False,False,1,False,False
665,0,2,32.0,73,False,False,1,False,False
666,0,2,25.0,13,False,False,0,False,False
667,0,3,,7,False,False,0,False,False
668,0,3,43.0,8,False,False,0,False,False
669,1,1,,52,False,False,1,False,True
670,1,2,40.0,39,False,False,1,False,True
671,0,1,31.0,52,False,False,1,False,False
672,0,2,70.0,10,False,False,0,False,False
673,1,2,31.0,13,False,False,0,False,False
674,0,2,,0,False,False,0,False,False
675,0,3,18.0,7,False,False,0,False,False
676,0,3,24.5,8,False,False,0,False,False
677,1,3,18.0,9,False,False,0,False,True
678,0,3,43.0,46,False,False,1,False,True
679,1,1,36.0,512,True,False,1,False,False
680,0,3,,8,False,True,0,False,True
681,1,1,27.0,76,True,False,0,False,False
682,0,3,20.0,9,False,False,0,False,False
683,0,3,14.0,46,False,False,1,True,False
684,0,2,60.0,39,False,False,1,False,False
685,0,2,25.0,41,True,False,1,False,False
686,0,3,14.0,39,False,False,1,True,False
687,0,3,19.0,10,False,False,0,False,False
688,0,3,18.0,7,False,False,0,False,False
689,1,1,15.0,211,False,False,1,True,False
690,1,1,31.0,57,False,False,1,False,False
691,1,3,4.0,13,True,False,1,True,False
692,1,3,,56,False,False,0,False,False
693,0,3,25.0,7,True,False,0,False,False
694,0,1,60.0,26,False,False,0,False,False
695,0,2,52.0,13,False,False,0,False,False
696,0,3,44.0,8,False,False,0,False,False
697,1,3,,7,False,True,0,False,True
698,0,1,49.0,110,True,False,1,False,False
699,0,3,42.0,7,False,False,0,False,False
700,1,1,18.0,227,True,False,1,False,True
701,1,1,35.0,26,False,False,0,False,False
702,0,3,18.0,14,True,False,1,False,True
703,0,3,25.0,7,False,True,0,False,False
704,0,3,26.0,7,False,False,1,False,False
705,0,2,39.0,26,False,False,0,False,False
706,1,2,45.0,13,False,False,0,False,True
707,1,1,42.0,26,False,False,0,False,False
708,1,1,22.0,151,False,False,0,False,True
709,1,3,,15,True,False,1,False,False
710,1,1,24.0,49,True,False,0,False,True
711,0,1,,26,False,False,0,False,False
712,1,1,48.0,52,False,False,1,False,False
713,0,3,29.0,9,False,False,0,False,False
714,0,2,52.0,13,False,False,0,False,False
715,0,3,19.0,7,False,False,0,False,False
716,1,1,38.0,227,True,False,0,False,True
717,1,2,27.0,10,False,False,0,False,True
718,0,3,,15,False,True,0,False,False
719,0,3,33.0,7,False,False,0,False,False
720,1,2,6.0,33,False,False,1,True,False
721,0,3,17.0,7,False,False,1,False,False
722,0,2,34.0,13,False,False,0,False,False
723,0,2,50.0,13,False,False,0,False,False
724,1,1,27.0,53,False,False,1,False,False
725,0,3,20.0,8,False,False,0,False,False
726,1,2,30.0,21,False,False,1,False,True
727,1,3,,7,False,True,0,False,True
728,0,2,25.0,26,False,False,1,False,False
729,0,3,25.0,7,False,False,1,False,True
730,1,1,29.0,211,False,False,0,False,True
731,0,3,11.0,18,True,False,0,True,False
732,0,2,,0,False,False,0,False,False
733,0,2,23.0,13,False,False,0,False,False
734,0,2,23.0,13,False,False,0,False,False
735,0,3,28.5,16,False,False,0,False,False
736,0,3,48.0,34,False,False,1,False,True
737,1,1,35.0,512,True,False,0,False,False
738,0,3,,7,False,False,0,False,False
739,0,3,,7,False,False,0,False,False
740,1,1,,30,False,False,0,False,False
741,0,1,36.0,78,False,False,1,False,False
742,1,1,21.0,262,True,False,1,False,True
743,0,3,24.0,16,False,False,1,False,False
744,1,3,31.0,7,False,False,0,False,False
745,0,1,70.0,71,False,False,1,False,False
746,0,3,16.0,20,False,False,1,False,False
747,1,2,30.0,13,False,False,0,False,True
748,0,1,19.0,53,False,False,1,False,False
749,0,3,31.0,7,False,True,0,False,False
750,1,2,4.0,23,False,False,1,True,False
751,1,3,6.0,12,False,False,1,True,False
752,0,3,33.0,9,False,False,0,False,False
753,0,3,23.0,7,False,False,0,False,False
754,1,2,48.0,65,False,False,1,False,True
755,1,2,0.67,14,False,False,1,True,False
756,0,3,28.0,7,False,False,0,False,False
757,0,2,18.0,11,False,False,0,False,False
758,0,3,34.0,8,False,False,0,False,False
759,1,1,33.0,86,False,False,0,False,True
760,0,3,,14,False,False,0,False,False
761,0,3,41.0,7,False,False,0,False,False
762,1,3,20.0,7,True,False,0,False,False
763,1,1,36.0,120,False,False,1,False,True
764,0,3,16.0,7,False,False,0,False,False
765,1,1,51.0,77,False,False,1,False,True
766,0,1,,39,True,False,0,False,False
767,0,3,30.5,7,False,True,0,False,True
768,0,3,,24,False,True,1,False,False
769,0,3,32.0,8,False,False,0,False,False
770,0,3,24.0,9,False,False,0,False,False
771,0,3,48.0,7,False,False,0,False,False
772,0,2,57.0,10,False,False,0,False,True
773,0,3,,7,True,False,0,False,False
774,1,2,54.0,23,False,False,1,False,True
775,0,3,18.0,7,False,False,0,False,False
776,0,3,,7,False,True,0,False,False
777,1,3,5.0,12,False,False,0,True,False
778,0,3,,7,False,True,0,False,False
779,1,1,43.0,211,False,False,1,False,True
780,1,3,13.0,7,True,False,0,True,False
781,1,1,17.0,57,False,False,1,False,True
782,0,1,29.0,30,False,False,0,False,False
783,0,3,,23,False,False,1,False,False
784,0,3,25.0,7,False,False,0,False,False
785,0,3,25.0,7,False,False,0,False,False
786,1,3,18.0,7,False,False,0,False,True
787,0,3,8.0,29,False,True,1,True,False
788,1,3,1.0,20,False,False,1,True,False
789,0,1,46.0,79,True,False,0,False,False
790,0,3,,7,False,True,0,False,False
791,0,2,16.0,26,False,False,0,False,False
792,0,3,,69,False,False,1,False,True
793,0,1,,30,True,False,0,False,False
794,0,3,25.0,7,False,False,0,False,False
795,0,2,39.0,13,False,False,0,False,False
796,1,1,49.0,25,False,False,0,False,True
797,1,3,31.0,8,False,False,0,False,True
798,0,3,30.0,7,True,False,0,False,False
799,0,3,30.0,24,False,False,1,False,True
800,0,2,34.0,13,False,False,0,False,False
801,1,2,31.0,26,False,False,1,False,True
802,1,1,11.0,120,False,False,1,True,False
803,1,3,0.42,8,True,False,1,True,False
804,1,3,27.0,6,False,False,0,False,False
805,0,3,31.0,7,False,False,0,False,False
806,0,1,39.0,0,False,False,0,False,False
807,0,3,18.0,7,False,False,0,False,True
808,0,2,39.0,13,False,False,0,False,False
809,1,1,33.0,53,False,False,1,False,True
810,0,3,26.0,7,False,False,0,False,False
811,0,3,39.0,24,False,False,0,False,False
812,0,2,35.0,10,False,False,0,False,False
813,0,3,6.0,31,False,False,1,True,False
814,0,3,30.5,8,False,False,0,False,False
815,0,1,,0,False,False,0,False,False
816,0,3,23.0,7,False,False,0,False,True
817,0,2,31.0,37,True,False,1,False,False
818,0,3,43.0,6,False,False,0,False,False
819,0,3,10.0,27,False,False,1,True,False
820,1,1,52.0,93,False,False,1,False,True
821,1,3,27.0,8,False,False,0,False,False
822,0,1,38.0,0,False,False,0,False,False
823,1,3,27.0,12,False,False,1,False,True
824,0,3,2.0,39,False,False,1,True,False
825,0,3,,6,False,True,0,False,False
826,0,3,,56,False,False,0,False,False
827,1,2,1.0,37,True,False,1,True,False
828,1,3,,7,False,True,0,False,False
829,1,1,62.0,80,False,False,0,False,True
830,1,3,15.0,14,True,False,1,True,False
831,1,2,0.83,18,False,False,1,True,False
832,0,3,,7,True,False,0,False,False
833,0,3,23.0,7,False,False,0,False,False
834,0,3,18.0,8,False,False,0,False,False
835,1,1,39.0,83,True,False,1,False,True
836,0,3,21.0,8,False,False,0,False,False
837,0,3,,8,False,False,0,False,False
838,1,3,32.0,56,False,False,0,False,False
839,1,1,,29,True,False,0,False,False
840,0,3,20.0,7,False,False,0,False,False
841,0,2,16.0,10,False,False,0,False,False
842,1,1,30.0,31,True,False,0,False,True
843,0,3,34.5,6,True,False,0,False,False
844,0,3,17.0,8,False,False,0,False,False
845,0,3,42.0,7,False,False,0,False,False
846,0,3,,69,False,False,1,False,False
847,0,3,35.0,7,True,False,0,False,False
848,0,2,28.0,33,False,False,1,False,False
849,1,1,,89,True,False,1,False,True
850,0,3,4.0,31,False,False,1,True,False
851,0,3,74.0,7,False,False,0,False,False
852,0,3,9.0,15,True,False,1,True,False
853,1,1,16.0,39,False,False,1,False,True
854,0,2,44.0,26,False,False,1,False,True
855,1,3,18.0,9,False,False,1,False,True
856,1,1,45.0,164,False,False,1,False,True
857,1,1,51.0,26,False,False,0,False,False
858,1,3,24.0,19,True,False,1,False,True
859,0,3,,7,True,False,0,False,False
860,0,3,41.0,14,False,False,1,False,False
861,0,2,21.0,11,False,False,1,False,False
862,1,1,48.0,25,False,False,0,False,True
863,0,3,,69,False,False,1,False,True
864,0,2,24.0,13,False,False,0,False,False
865,1,2,42.0,13,False,False,0,False,True
866,1,2,27.0,13,True,False,1,False,True
867,0,1,31.0,50,False,False,0,False,False
868,0,3,,9,False,False,0,False,False
869,1,3,4.0,11,False,False,1,True,False
870,0,3,26.0,7,False,False,0,False,False
871,1,1,47.0,52,False,False,1,False,True
872,0,1,33.0,5,False,False,0,False,False
873,0,3,47.0,9,False,False,0,False,False
874,1,2,28.0,24,True,False,1,False,True
875,1,3,15.0,7,True,False,0,True,False
876,0,3,20.0,9,False,False,0,False,False
877,0,3,19.0,7,False,False,0,False,False
878,0,3,,7,False,False,0,False,False
879,1,1,56.0,83,True,False,1,False,True
880,1,2,25.0,26,False,False,1,False,True
881,0,3,33.0,7,False,False,0,False,False
882,0,3,22.0,10,False,False,0,False,True
883,0,2,28.0,10,False,False,0,False,False
884,0,3,25.0,7,False,False,0,False,False
885,0,3,39.0,29,False,True,1,False,True
886,0,2,27.0,13,False,False,0,False,False
887,1,1,19.0,30,False,False,0,False,True
888,0,3,,23,False,False,1,False,True
889,1,1,26.0,30,True,False,0,False,False
890,0,3,32.0,7,False,True,0,False,False
